simple_sku,brand,product_name,price,discounted_price,cat_m,parent_of_cat_1,category_1,picture_url,URL
TI940TBALLTWANPH-697710,Tickle,Tickle New Magic Ypad Multimedia Learning Computer Toy Tool (Blue) Buy 1 Take 1,999.00,429.00,"Toys, Kids & Babies",Toys,Educational Toys,http://srv-live.lazada.com.ph/p/image-805145-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftickle-new-magic-ypad-multimedia-learning-computer-toy-tool-blue-buy-1-take-1-541508.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
TI940TBALLU0ANPH-697714,Tickle,New Magic Ypad Multimedia Learning Computer Toy Tool (Pink) Buy 1 Take 1,999.00,429.00,"Toys, Kids & Babies",Toys,Educational Toys,http://srv-live.lazada.com.ph/p/image-215145-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fnew-magic-ypad-multimedia-learning-computer-toy-tool-pink-buy-1-take-1-541512.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
TI940TBALLU8ANPH-697722,Tickle,Tickle New Magic Ypad Multimedia Learning Computer Toy Tool (Blue) And Free Magic Mini Tablet Toy,529.00,429.00,"Toys, Kids & Babies",Toys,Educational Toys,http://srv-live.lazada.com.ph/p/image-025145-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftickle-new-magic-ypad-multimedia-learning-computer-toy-tool-blue-and-free-magic-mini-tablet-toy-541520.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
TI940TBALLUZANPH-697749,Tickle,Tickle Kids Tablet Learning Toy (White) with Free Tablet Toy,499.00,429.00,"Toys, Kids & Babies",Toys,Educational Toys,http://srv-live.lazada.com.ph/p/image-745145-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftickle-kids-tablet-learning-toy-white-with-free-tablet-toy-541547.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELALM18ANPH-698084,Unbranded,Wallet Style 8000mAh Powerbank (White),482.00,470.00,Mobiles & Tablets,Batteries & Chargers,Power bank,http://srv-live.lazada.com.ph/p/image-277145-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwallet-style-8000mah-powerbank-white-541772.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308SPALOJSANPH-702666,Unbranded,Summer Universal 2 Person Tent (Blue),1500.00,488.00,Sports & Outdoors,Outdoor & Adventure,Camping & Hiking,http://srv-live.lazada.com.ph/p/image-230545-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsummer-universal-2-person-tent-blue-545032.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308SPALOKMANPH-702697,Unbranded,Summer Universal 6-Person Tent,2500.00,632.00,Sports & Outdoors,Outdoor & Adventure,Camping & Hiking,http://srv-live.lazada.com.ph/p/image-260545-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsummer-universal-6-person-tent-545062.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308SPALOL1ANPH-702712,Unbranded,Summer Universal 8-Person Tent,3000.00,806.94,Sports & Outdoors,Outdoor & Adventure,Camping & Hiking,http://srv-live.lazada.com.ph/p/image-770545-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsummer-universal-8-person-tent-545077.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HBALPTUANPH-705162,Unbranded,iPhone Shaped Rechargeable Electric Shaver,999.00,335.00,Health & Beauty,Mens Care,Shaving,http://srv-live.lazada.com.ph/p/image-096645-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fiphone-shaped-rechargeable-electric-shaver-546690.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HLALUACANPH-711956,Unbranded,Shoes Under Shoe Organizer Set of 3 (Tan),599.00,287.93,Home & Living,Storage & Organization,Clothes Organising,http://srv-live.lazada.com.ph/p/image-864255-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fshoes-under-shoe-organizer-set-of-3-tan-552468.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HAAL7C0ANPH-674228,Unbranded,Double Thread Sewing Machine with Foot Pedal and Adapter (White/Lavender),3000.00,529.00,Home Appliances,Garment Care,Sewing Machines,http://srv-live.lazada.com.ph/p/image-027225-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fdouble-thread-sewing-machine-with-foot-pedal-and-adapter-whitelavender-522720.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HAAL7CKANPH-674248,Unbranded,Electric Barbecue Grill Outdoor BBQ,2700.00,643.80,Home Appliances,Small Kitchen Appliances,Electric Grills,http://srv-live.lazada.com.ph/p/image-047225-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Felectric-barbecue-grill-outdoor-bbq-522740.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308SPAKH18ANPH-636031,Unbranded,8-Person Dome Camping Tent (Multicolor),2399.00,897.01,Sports & Outdoors,Outdoor & Adventure,Camping & Hiking,http://srv-live.lazada.com.ph/p/image-636884-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F8-person-dome-camping-tent-multicolor-488636.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SP961SPALPDPANPH-704302,Spalding,Spalding Rebound Basketball,550.00,550.00,Sports & Outdoors,,,http://srv-live.lazada.com.ph/p/image-901645-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fspalding-rebound-basketball-546109.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NE554ELALQKQANPH-706235,Nextbook,Nextbook NX785QC8G WiFi Tablet 8GB (Black) Buy 1 Take 1,13998.00,4999.00,Mobiles & Tablets,Tablets,Wi-Fi Tablets,http://srv-live.lazada.com.ph/p/image-856745-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fnextbook-nx785qc8g-wifi-tablet-8gb-black-buy-1-take-1-547658.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLALQN2ANPH-706332,Unbranded,3W E27 RGB LED DJ Light Bulb Rotating Lamp (White),1000.00,182.28,Home & Living,Lighting,Lighting Bulbs & Components,http://srv-live.lazada.com.ph/p/image-247745-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F3w-e27-rgb-led-dj-light-bulb-rotating-lamp-white-547742.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
ST765ELALWZ2ANPH-715751,Strontium,Strontium Nitro UHS-1 70MB/s 466X 32GB Micro SD,1499.00,565.00,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-059555-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstrontium-nitro-uhs-1-70mbs-466x-32gb-micro-sd-555950.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NO720ELAM1AAANPH-721909,Nokia,Nokia Lumia 630 8GB (Yellow) with Free Globe Prepaid SIM,7990.00,2890.00,Mobiles & Tablets,Mobiles,Smartphones,http://srv-live.lazada.com.ph/p/image-835165-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fnokia-lumia-630-8gb-yellow-with-free-globe-prepaid-sim-561538.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NO720ELAM1AEANPH-721913,Nokia,Nokia Lumia 630 8GB (Green) with Free Globe Prepaid SIM,7990.00,2990.00,Mobiles & Tablets,Mobiles,Smartphones,http://srv-live.lazada.com.ph/p/image-245165-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fnokia-lumia-630-8gb-green-with-free-globe-prepaid-sim-561542.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NO720ELAM1AMANPH-721921,Nokia,Nokia XL 4GB (Orange),8396.70,3990.00,Mobiles & Tablets,Mobiles,Smartphones,http://srv-live.lazada.com.ph/p/image-055165-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fnokia-xl-4gb-orange-561550.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
DT797ELAM1BSANPH-721963,DTC,DTC Gear 32MB (Black),1499.00,1499.00,Mobiles & Tablets,Mobiles,Basic phones,http://srv-live.lazada.com.ph/p/image-295165-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fdtc-gear-32mb-black-561592.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308FAAM4E6ANPH-726815,Unbranded,Unisex Royal Blue Rubber Bracelet LED Digital Wrist Watch URBR-001,1599.00,146.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-665565-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Funisex-royal-blue-rubber-bracelet-led-digital-wrist-watch-urbr-001-565566.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308FAAM4KAANPH-727043,Unbranded,Unisex Black Rubber Bracelet LED Digital Wrist Watch URB-2B,1599.00,146.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-687565-4-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Funisex-black-rubber-bracelet-led-digital-wrist-watch-urb-2b-565786.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE992HBAM4KBANPH-727044,Benetton,Benetton Cold Eau de Toilette for Men 100ml,2000.00,649.00,Health & Beauty,Fragrances,Men - Eau De Toilette,http://srv-live.lazada.com.ph/p/image-787565-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbenetton-cold-eau-de-toilette-for-men-100ml-565787.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN837ELAM4KNANPH-727056,Unic,Unic UC30 Wonderful Mini Portable Projector White,7999.00,2349.00,"TV, Audio / Video, Gaming, Gadgets",Video,Projectors,http://srv-live.lazada.com.ph/p/image-997565-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Funic-uc30-wonderful-mini-portable-projector-white-565799.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
